commodities,sectors,table,subtable
4A0,722,supply,intermediate_supply
4A0,5411,supply,intermediate_supply
4A0,5415,supply,intermediate_supply
4A0,111CA,supply,intermediate_supply
4A0,113FF,supply,intermediate_supply
4A0,311FT,supply,intermediate_supply
4A0,313TT,supply,intermediate_supply
4A0,315AL,supply,intermediate_supply
4A0,3361MV,supply,intermediate_supply
4A0,3364OT,supply,intermediate_supply
4A0,487OS,supply,intermediate_supply
4A0,4A0,supply,intermediate_supply
4A0,521CI,supply,intermediate_supply
4A0,532RL,supply,intermediate_supply
4A0,5412OP,supply,intermediate_supply
4A0,711AS,supply,intermediate_supply
4A0,GFE,supply,intermediate_supply
4A0,GFGD,supply,intermediate_supply
4A0,GFGN,supply,intermediate_supply
4A0,GSLE,supply,intermediate_supply
4A0,GSLG,supply,intermediate_supply
4A0,HS,supply,intermediate_supply
4A0,ORE,supply,intermediate_supply
521CI,22,supply,intermediate_supply
521CI,23,supply,intermediate_supply
521CI,42,supply,intermediate_supply
521CI,55,supply,intermediate_supply
521CI,61,supply,intermediate_supply
521CI,81,supply,intermediate_supply
521CI,211,supply,intermediate_supply
521CI,212,supply,intermediate_supply
521CI,213,supply,intermediate_supply
521CI,321,supply,intermediate_supply
521CI,322,supply,intermediate_supply
521CI,323,supply,intermediate_supply
521CI,324,supply,intermediate_supply
521CI,325,supply,intermediate_supply
521CI,326,supply,intermediate_supply
521CI,327,supply,intermediate_supply
521CI,331,supply,intermediate_supply
521CI,332,supply,intermediate_supply
521CI,333,supply,intermediate_supply
521CI,334,supply,intermediate_supply
521CI,335,supply,intermediate_supply
521CI,337,supply,intermediate_supply
521CI,339,supply,intermediate_supply
521CI,441,supply,intermediate_supply
521CI,445,supply,intermediate_supply
521CI,452,supply,intermediate_supply
521CI,481,supply,intermediate_supply
521CI,482,supply,intermediate_supply
521CI,483,supply,intermediate_supply
521CI,484,supply,intermediate_supply
521CI,485,supply,intermediate_supply
521CI,486,supply,intermediate_supply
521CI,493,supply,intermediate_supply
521CI,511,supply,intermediate_supply
521CI,512,supply,intermediate_supply
521CI,513,supply,intermediate_supply
521CI,514,supply,intermediate_supply
521CI,523,supply,intermediate_supply
521CI,524,supply,intermediate_supply
521CI,525,supply,intermediate_supply
521CI,561,supply,intermediate_supply
521CI,562,supply,intermediate_supply
521CI,621,supply,intermediate_supply
521CI,622,supply,intermediate_supply
521CI,623,supply,intermediate_supply
521CI,624,supply,intermediate_supply
521CI,713,supply,intermediate_supply
521CI,721,supply,intermediate_supply
521CI,722,supply,intermediate_supply
521CI,5411,supply,intermediate_supply
521CI,5415,supply,intermediate_supply
521CI,111CA,supply,intermediate_supply
521CI,113FF,supply,intermediate_supply
521CI,311FT,supply,intermediate_supply
521CI,313TT,supply,intermediate_supply
521CI,315AL,supply,intermediate_supply
521CI,3361MV,supply,intermediate_supply
521CI,3364OT,supply,intermediate_supply
521CI,487OS,supply,intermediate_supply
521CI,4A0,supply,intermediate_supply
521CI,521CI,supply,intermediate_supply
521CI,532RL,supply,intermediate_supply
521CI,5412OP,supply,intermediate_supply
521CI,711AS,supply,intermediate_supply
521CI,GFE,supply,intermediate_supply
521CI,GFGD,supply,intermediate_supply
521CI,GFGN,supply,intermediate_supply
521CI,GSLE,supply,intermediate_supply
521CI,GSLG,supply,intermediate_supply
521CI,HS,supply,intermediate_supply
521CI,ORE,supply,intermediate_supply
532RL,22,supply,intermediate_supply
532RL,23,supply,intermediate_supply
532RL,42,supply,intermediate_supply
532RL,55,supply,intermediate_supply
532RL,61,supply,intermediate_supply
532RL,81,supply,intermediate_supply
532RL,211,supply,intermediate_supply
532RL,212,supply,intermediate_supply
532RL,213,supply,intermediate_supply
532RL,321,supply,intermediate_supply
532RL,322,supply,intermediate_supply
532RL,323,supply,intermediate_supply
532RL,324,supply,intermediate_supply
532RL,325,supply,intermediate_supply
532RL,326,supply,intermediate_supply
532RL,327,supply,intermediate_supply
532RL,331,supply,intermediate_supply
532RL,332,supply,intermediate_supply
532RL,333,supply,intermediate_supply
532RL,334,supply,intermediate_supply
532RL,335,supply,intermediate_supply
532RL,337,supply,intermediate_supply
532RL,339,supply,intermediate_supply
532RL,441,supply,intermediate_supply
532RL,445,supply,intermediate_supply
532RL,452,supply,intermediate_supply
532RL,481,supply,intermediate_supply
532RL,482,supply,intermediate_supply
532RL,483,supply,intermediate_supply
532RL,484,supply,intermediate_supply
532RL,485,supply,intermediate_supply
532RL,486,supply,intermediate_supply
532RL,493,supply,intermediate_supply
532RL,511,supply,intermediate_supply
532RL,512,supply,intermediate_supply
532RL,513,supply,intermediate_supply
532RL,514,supply,intermediate_supply
532RL,523,supply,intermediate_supply
532RL,524,supply,intermediate_supply
532RL,525,supply,intermediate_supply
532RL,561,supply,intermediate_supply
532RL,562,supply,intermediate_supply
532RL,621,supply,intermediate_supply
532RL,622,supply,intermediate_supply
532RL,623,supply,intermediate_supply
532RL,624,supply,intermediate_supply
532RL,713,supply,intermediate_supply
532RL,721,supply,intermediate_supply
532RL,722,supply,intermediate_supply
532RL,5411,supply,intermediate_supply
532RL,5415,supply,intermediate_supply
532RL,111CA,supply,intermediate_supply
532RL,113FF,supply,intermediate_supply
532RL,311FT,supply,intermediate_supply
532RL,313TT,supply,intermediate_supply
532RL,315AL,supply,intermediate_supply
532RL,3361MV,supply,intermediate_supply
532RL,3364OT,supply,intermediate_supply
532RL,487OS,supply,intermediate_supply
532RL,4A0,supply,intermediate_supply
532RL,521CI,supply,intermediate_supply
532RL,532RL,supply,intermediate_supply
532RL,5412OP,supply,intermediate_supply
532RL,711AS,supply,intermediate_supply
532RL,GFE,supply,intermediate_supply
532RL,GFGD,supply,intermediate_supply
532RL,GFGN,supply,intermediate_supply
532RL,GSLE,supply,intermediate_supply
532RL,GSLG,supply,intermediate_supply
532RL,HS,supply,intermediate_supply
532RL,ORE,supply,intermediate_supply
5412OP,22,supply,intermediate_supply
5412OP,23,supply,intermediate_supply
5412OP,42,supply,intermediate_supply
5412OP,55,supply,intermediate_supply
5412OP,61,supply,intermediate_supply
5412OP,81,supply,intermediate_supply
5412OP,211,supply,intermediate_supply
5412OP,212,supply,intermediate_supply
5412OP,213,supply,intermediate_supply
5412OP,321,supply,intermediate_supply
5412OP,322,supply,intermediate_supply
5412OP,323,supply,intermediate_supply
5412OP,324,supply,intermediate_supply
5412OP,325,supply,intermediate_supply
5412OP,326,supply,intermediate_supply
5412OP,327,supply,intermediate_supply
5412OP,331,supply,intermediate_supply
5412OP,332,supply,intermediate_supply
5412OP,333,supply,intermediate_supply
5412OP,334,supply,intermediate_supply
5412OP,335,supply,intermediate_supply
5412OP,337,supply,intermediate_supply
5412OP,339,supply,intermediate_supply
5412OP,441,supply,intermediate_supply
5412OP,445,supply,intermediate_supply
5412OP,452,supply,intermediate_supply
5412OP,481,supply,intermediate_supply
5412OP,482,supply,intermediate_supply
5412OP,483,supply,intermediate_supply
5412OP,484,supply,intermediate_supply
5412OP,485,supply,intermediate_supply
5412OP,486,supply,intermediate_supply
5412OP,493,supply,intermediate_supply
5412OP,511,supply,intermediate_supply
5412OP,512,supply,intermediate_supply
5412OP,513,supply,intermediate_supply
5412OP,514,supply,intermediate_supply
5412OP,523,supply,intermediate_supply
5412OP,524,supply,intermediate_supply
5412OP,525,supply,intermediate_supply
5412OP,561,supply,intermediate_supply
5412OP,562,supply,intermediate_supply
5412OP,621,supply,intermediate_supply
5412OP,622,supply,intermediate_supply
5412OP,623,supply,intermediate_supply
5412OP,624,supply,intermediate_supply
5412OP,713,supply,intermediate_supply
5412OP,721,supply,intermediate_supply
5412OP,722,supply,intermediate_supply
5412OP,5411,supply,intermediate_supply
5412OP,5415,supply,intermediate_supply
5412OP,111CA,supply,intermediate_supply
5412OP,113FF,supply,intermediate_supply
5412OP,311FT,supply,intermediate_supply
5412OP,313TT,supply,intermediate_supply
5412OP,315AL,supply,intermediate_supply
5412OP,3361MV,supply,intermediate_supply
5412OP,3364OT,supply,intermediate_supply
5412OP,487OS,supply,intermediate_supply
5412OP,4A0,supply,intermediate_supply
5412OP,521CI,supply,intermediate_supply
5412OP,532RL,supply,intermediate_supply
5412OP,5412OP,supply,intermediate_supply
5412OP,711AS,supply,intermediate_supply
5412OP,GFE,supply,intermediate_supply
5412OP,GFGD,supply,intermediate_supply
5412OP,GFGN,supply,intermediate_supply
5412OP,GSLE,supply,intermediate_supply
5412OP,GSLG,supply,intermediate_supply
5412OP,HS,supply,intermediate_supply
5412OP,ORE,supply,intermediate_supply
711AS,22,supply,intermediate_supply
711AS,23,supply,intermediate_supply
711AS,42,supply,intermediate_supply
711AS,55,supply,intermediate_supply
711AS,61,supply,intermediate_supply
711AS,81,supply,intermediate_supply
711AS,211,supply,intermediate_supply
711AS,212,supply,intermediate_supply
711AS,213,supply,intermediate_supply
711AS,321,supply,intermediate_supply
711AS,322,supply,intermediate_supply
711AS,323,supply,intermediate_supply
711AS,324,supply,intermediate_supply
711AS,325,supply,intermediate_supply
711AS,326,supply,intermediate_supply
711AS,327,supply,intermediate_supply
711AS,331,supply,intermediate_supply
711AS,332,supply,intermediate_supply
711AS,333,supply,intermediate_supply
711AS,334,supply,intermediate_supply
711AS,335,supply,intermediate_supply
711AS,337,supply,intermediate_supply
711AS,339,supply,intermediate_supply
711AS,441,supply,intermediate_supply
711AS,445,supply,intermediate_supply
711AS,452,supply,intermediate_supply
711AS,481,supply,intermediate_supply
711AS,482,supply,intermediate_supply
711AS,483,supply,intermediate_supply
711AS,484,supply,intermediate_supply
711AS,485,supply,intermediate_supply
711AS,486,supply,intermediate_supply
711AS,493,supply,intermediate_supply
711AS,511,supply,intermediate_supply
711AS,512,supply,intermediate_supply
711AS,513,supply,intermediate_supply
711AS,514,supply,intermediate_supply
711AS,523,supply,intermediate_supply
711AS,524,supply,intermediate_supply
711AS,525,supply,intermediate_supply
711AS,561,supply,intermediate_supply
711AS,562,supply,intermediate_supply
711AS,621,supply,intermediate_supply
711AS,622,supply,intermediate_supply
711AS,623,supply,intermediate_supply
711AS,624,supply,intermediate_supply
711AS,713,supply,intermediate_supply
711AS,721,supply,intermediate_supply
711AS,722,supply,intermediate_supply
711AS,5411,supply,intermediate_supply
711AS,5415,supply,intermediate_supply
711AS,111CA,supply,intermediate_supply
711AS,113FF,supply,intermediate_supply
711AS,311FT,supply,intermediate_supply
711AS,313TT,supply,intermediate_supply
711AS,315AL,supply,intermediate_supply
711AS,3361MV,supply,intermediate_supply
711AS,3364OT,supply,intermediate_supply
711AS,487OS,supply,intermediate_supply
711AS,4A0,supply,intermediate_supply
711AS,521CI,supply,intermediate_supply
711AS,532RL,supply,intermediate_supply
711AS,5412OP,supply,intermediate_supply
711AS,711AS,supply,intermediate_supply
711AS,GFE,supply,intermediate_supply
711AS,GFGD,supply,intermediate_supply
711AS,GFGN,supply,intermediate_supply
711AS,GSLE,supply,intermediate_supply
711AS,GSLG,supply,intermediate_supply
711AS,HS,supply,intermediate_supply
711AS,ORE,supply,intermediate_supply
GFE,22,supply,intermediate_supply
GFE,23,supply,intermediate_supply
GFE,42,supply,intermediate_supply
GFE,55,supply,intermediate_supply
GFE,61,supply,intermediate_supply
GFE,81,supply,intermediate_supply
GFE,211,supply,intermediate_supply
GFE,212,supply,intermediate_supply
GFE,213,supply,intermediate_supply
GFE,321,supply,intermediate_supply
GFE,322,supply,intermediate_supply
GFE,323,supply,intermediate_supply
GFE,324,supply,intermediate_supply
GFE,325,supply,intermediate_supply
GFE,326,supply,intermediate_supply
GFE,327,supply,intermediate_supply
GFE,331,supply,intermediate_supply
GFE,332,supply,intermediate_supply
GFE,333,supply,intermediate_supply
GFE,334,supply,intermediate_supply
GFE,335,supply,intermediate_supply
GFE,337,supply,intermediate_supply
GFE,339,supply,intermediate_supply
GFE,441,supply,intermediate_supply
GFE,445,supply,intermediate_supply
GFE,452,supply,intermediate_supply
GFE,481,supply,intermediate_supply
GFE,482,supply,intermediate_supply
GFE,483,supply,intermediate_supply
GFE,484,supply,intermediate_supply
GFE,485,supply,intermediate_supply
GFE,486,supply,intermediate_supply
GFE,493,supply,intermediate_supply
GFE,511,supply,intermediate_supply
GFE,512,supply,intermediate_supply
GFE,513,supply,intermediate_supply
GFE,514,supply,intermediate_supply
GFE,523,supply,intermediate_supply
GFE,524,supply,intermediate_supply
GFE,525,supply,intermediate_supply
GFE,561,supply,intermediate_supply
GFE,562,supply,intermediate_supply
GFE,621,supply,intermediate_supply
GFE,622,supply,intermediate_supply
GFE,623,supply,intermediate_supply
GFE,624,supply,intermediate_supply
GFE,713,supply,intermediate_supply
GFE,721,supply,intermediate_supply
GFE,722,supply,intermediate_supply
GFE,5411,supply,intermediate_supply
GFE,5415,supply,intermediate_supply
GFE,111CA,supply,intermediate_supply
GFE,113FF,supply,intermediate_supply
GFE,311FT,supply,intermediate_supply
GFE,313TT,supply,intermediate_supply
GFE,315AL,supply,intermediate_supply
GFE,3361MV,supply,intermediate_supply
GFE,3364OT,supply,intermediate_supply
GFE,487OS,supply,intermediate_supply
GFE,4A0,supply,intermediate_supply
GFE,521CI,supply,intermediate_supply
GFE,532RL,supply,intermediate_supply
GFE,5412OP,supply,intermediate_supply
GFE,711AS,supply,intermediate_supply
GFE,GFE,supply,intermediate_supply
GFE,GFGD,supply,intermediate_supply
GFE,GFGN,supply,intermediate_supply
GFE,GSLE,supply,intermediate_supply
GFE,GSLG,supply,intermediate_supply
GFE,HS,supply,intermediate_supply
GFE,ORE,supply,intermediate_supply
GFGD,22,supply,intermediate_supply
GFGD,23,supply,intermediate_supply
GFGD,42,supply,intermediate_supply
GFGD,55,supply,intermediate_supply
GFGD,61,supply,intermediate_supply
GFGD,81,supply,intermediate_supply
GFGD,211,supply,intermediate_supply
GFGD,212,supply,intermediate_supply
GFGD,213,supply,intermediate_supply
GFGD,321,supply,intermediate_supply
GFGD,322,supply,intermediate_supply
GFGD,323,supply,intermediate_supply
GFGD,324,supply,intermediate_supply
GFGD,325,supply,intermediate_supply
GFGD,326,supply,intermediate_supply
GFGD,327,supply,intermediate_supply
GFGD,331,supply,intermediate_supply
GFGD,332,supply,intermediate_supply
GFGD,333,supply,intermediate_supply
GFGD,334,supply,intermediate_supply
GFGD,335,supply,intermediate_supply
GFGD,337,supply,intermediate_supply
GFGD,339,supply,intermediate_supply
GFGD,441,supply,intermediate_supply
GFGD,445,supply,intermediate_supply
GFGD,452,supply,intermediate_supply
GFGD,481,supply,intermediate_supply
GFGD,482,supply,intermediate_supply
GFGD,483,supply,intermediate_supply
GFGD,484,supply,intermediate_supply
GFGD,485,supply,intermediate_supply
GFGD,486,supply,intermediate_supply
GFGD,493,supply,intermediate_supply
GFGD,511,supply,intermediate_supply
GFGD,512,supply,intermediate_supply
GFGD,513,supply,intermediate_supply
GFGD,514,supply,intermediate_supply
GFGD,523,supply,intermediate_supply
GFGD,524,supply,intermediate_supply
GFGD,525,supply,intermediate_supply
