yr,i,m,value,
2014,pet,trd,9.2078660788558100E-12,
2013,pet,trd,6.7597361132912600E-12,
1999,pet,trd,3.9642617383865500E-12,
2002,pet,trd,1.6342595998328900E-11,
2017,pet,trd,5.6022384528547300E-12,
2016,pet,trd,7.6107784277411000E-12,
2015,pet,trd,1.6686351528803800E-11,
1998,pet,trd,1.3847703689081300E-12,
2004,pet,trd,2.4374375105233600E-11,
2000,pet,trd,9.0009467423933400E-12,
1997,pet,trd,3.7272526973348500E-12,
2007,pet,trd,1.3651661334345500E-12,
2010,pet,trd,4.2025919500746500E-13,
2003,pet,trd,1.9033650652666600E-11,
2011,pet,trd,8.1105239556093000E-13,
2001,pet,trd,5.3391866939516300E-12,
2008,mvt,trd,9.0080099647815000E+01,
2009,mvt,trd,6.4154661778723900E+01,
2005,mvt,trd,1.0779819322002500E+02,
2006,mvt,trd,1.1125776500473300E+02,
2012,mvt,trd,1.2098599574913800E+02,
2014,mvt,trd,1.3796108923906400E+02,
2013,mvt,trd,1.2818712076007200E+02,
1999,mvt,trd,1.0421019433683900E+02,
2002,mvt,trd,1.0877005726390900E+02,
2017,mvt,trd,1.8002765943527700E+02,
2016,mvt,trd,1.7271901521626700E+02,
2015,mvt,trd,1.5898959667084100E+02,
1998,mvt,trd,9.1125620358527700E+01,
2004,mvt,trd,1.1385937892969400E+02,
2000,mvt,trd,9.9341739486191600E+01,
1997,mvt,trd,9.5621227588110200E+01,
2007,mvt,trd,1.1418169002289700E+02,
2010,mvt,trd,1.0573215434140400E+02,
2003,mvt,trd,1.0920348981949900E+02,
2011,mvt,trd,1.0229804243684900E+02,
2001,mvt,trd,8.2846205522172900E+01,
2008,cep,trd,2.2254500091167700E-12,
2009,cep,trd,9.4914243969965800E-13,
2005,cep,trd,2.8304731188052400E-11,
2006,cep,trd,6.7873885700668200E-11,
2012,cep,trd,1.7817034591778600E-12,
2014,cep,trd,9.1921820670298900E-12,
2013,cep,trd,6.7557839260772300E-12,
1999,cep,trd,3.9666322091636900E-12,
2002,cep,trd,1.6324454017847800E-11,
2017,cep,trd,5.5978885057668500E-12,
2016,cep,trd,7.5955607676092600E-12,
2015,cep,trd,1.6634711483132200E-11,
1998,cep,trd,1.3847441556000100E-12,
2004,cep,trd,2.4375057268430600E-11,
2000,cep,trd,9.0077362798098100E-12,
1997,cep,trd,3.7310082262286300E-12,
2007,cep,trd,1.3661647647775900E-12,
2010,cep,trd,4.2033973855865800E-13,
2003,cep,trd,1.9017478473425100E-11,
2011,cep,trd,8.1183173100716500E-13,
2001,cep,trd,5.3350093945424700E-12,
2008,wst,trd,2.2229299366753900E-12,
2009,wst,trd,9.4850073045059700E-13,
2005,wst,trd,2.8199665571284900E-11,
2006,wst,trd,6.7650279360595000E-11,
2012,wst,trd,1.7766125040114900E-12,
2014,wst,trd,9.1710832875064400E-12,
2013,wst,trd,6.7359206657211000E-12,
1999,wst,trd,3.9586493509191700E-12,
2002,wst,trd,1.6324843271268400E-11,
2017,wst,trd,5.5918179328674000E-12,
2016,wst,trd,7.5932774701864900E-12,
2015,wst,trd,1.6632968743224800E-11,
1998,wst,trd,1.3837807961704700E-12,
2004,wst,trd,2.4350977370594300E-11,
2000,wst,trd,8.9898375873944600E-12,
1997,wst,trd,3.7301919650244800E-12,
2007,wst,trd,1.3630555257463200E-12,
2010,wst,trd,4.1940254571648700E-13,
2003,wst,trd,1.9023211090101000E-11,
2011,wst,trd,8.1115441306662600E-13,
2001,wst,trd,5.3313926833701900E-12,
2008,mot,trd,2.2226448070150000E-12,
2009,mot,trd,9.4988484611949900E-13,
2005,mot,trd,2.8339194581570900E-11,
2006,mot,trd,6.7891523428849800E-11,
2012,mot,trd,1.7808665433079800E-12,
2014,mot,trd,9.2026727024460400E-12,
2013,mot,trd,6.7578378786524900E-12,
1999,mot,trd,3.9663690795143400E-12,
2002,mot,trd,1.6343850736084400E-11,
2017,mot,trd,5.6065262325601900E-12,
2016,mot,trd,7.6061866607656700E-12,
2015,mot,trd,1.6664145617764100E-11,
1998,mot,trd,1.3854429465030400E-12,
2004,mot,trd,2.4419255051925700E-11,
2000,mot,trd,9.0088206684095700E-12,
1997,mot,trd,3.7312336869358400E-12,
2007,mot,trd,1.3664671242410000E-12,
2010,mot,trd,4.2069046520763800E-13,
2003,mot,trd,1.9038994905227600E-11,
2011,mot,trd,8.1300042790008600E-13,
2001,mot,trd,5.3383681285593700E-12,
2008,adm,trd,2.2322415780925900E-12,
2009,adm,trd,9.5183174680777400E-13,
2005,adm,trd,2.8435362053891100E-11,
2006,adm,trd,6.8195535050969900E-11,
2012,adm,trd,1.7872861180336600E-12,
2014,adm,trd,9.2130156146856700E-12,
2013,adm,trd,6.7724634683552500E-12,
1999,adm,trd,3.9702362982028400E-12,
2002,adm,trd,1.6365250482148000E-11,
2017,adm,trd,5.5999103242441200E-12,
2016,adm,trd,7.6046462599790500E-12,
2015,adm,trd,1.6658419514408800E-11,
1998,adm,trd,1.3850979864294600E-12,
2004,adm,trd,2.4439446161418100E-11,
2000,adm,trd,9.0134917019414700E-12,
1997,adm,trd,3.7290268273453100E-12,
2007,adm,trd,1.3712547240288900E-12,
2010,adm,trd,4.2187562671578200E-13,
2003,adm,trd,1.9051829382843800E-11,
2011,adm,trd,8.1447380226560800E-13,
2001,adm,trd,5.3468601302051100E-12,
2008,soc,trd,2.2239839351123300E-12,
2009,soc,trd,9.4895403717035400E-13,
2005,soc,trd,2.8307815921699800E-11,
2006,soc,trd,6.7856785346624500E-11,
2012,soc,trd,1.7779884356307600E-12,
2014,soc,trd,9.1680154663334400E-12,
2013,soc,trd,6.7382511146595600E-12,
1999,soc,trd,3.9414891464831000E-12,
2002,soc,trd,1.6259112906173400E-11,
2017,soc,trd,5.5604641848617200E-12,
2016,soc,trd,7.5745996174411900E-12,
2015,soc,trd,1.6616084406227600E-11,
1998,soc,trd,1.3741366407636000E-12,
2004,soc,trd,2.4366826537788100E-11,
2000,soc,trd,8.9574273595140300E-12,
1997,soc,trd,3.7085872267849800E-12,
2007,soc,trd,1.3644662198381000E-12,
2010,soc,trd,4.2033586765091800E-13,
2003,soc,trd,1.8952996648988300E-11,
2011,soc,trd,8.1166519190809300E-13,
2001,soc,trd,5.3007602148012800E-12,
2008,alt,trd,2.2151496115816500E-12,
2009,alt,trd,9.4376988843369600E-13,
2005,alt,trd,2.8136077024854000E-11,
2006,alt,trd,6.7532660955947700E-11,
2012,alt,trd,1.7717412996817700E-12,
2014,alt,trd,9.1310611972826400E-12,
2013,alt,trd,6.7131680106570200E-12,
1999,alt,trd,3.9487613482641000E-12,
2002,alt,trd,1.6245921397817200E-11,
2017,alt,trd,5.5531884304229200E-12,
2016,alt,trd,7.5435667732058000E-12,
2015,alt,trd,1.6527907433920000E-11,
1998,alt,trd,1.3791522129690000E-12,
2004,alt,trd,2.4231494234325400E-11,
2000,alt,trd,8.9676393035499600E-12,
1997,alt,trd,3.7199768612600400E-12,
2007,alt,trd,1.3588286892178500E-12,
2010,alt,trd,4.1867768994821100E-13,
2003,alt,trd,1.8918025062022400E-11,
2011,alt,trd,8.0874549765229100E-13,
2001,alt,trd,5.3105489697321000E-12,
2008,pmt,trd,2.2186526486242100E-12,
2009,pmt,trd,9.4712895546252500E-13,
2005,pmt,trd,2.8242007555956300E-11,
2006,pmt,trd,6.7666498732113000E-11,
2012,pmt,trd,1.7768173238711800E-12,
2014,pmt,trd,9.1770151140545600E-12,
2013,pmt,trd,6.7398285711236500E-12,
1999,pmt,trd,3.9481601711653200E-12,
2002,pmt,trd,1.6266689265755900E-11,
2017,pmt,trd,5.5784225611276600E-12,
2016,pmt,trd,7.5838596119835500E-12,
2015,pmt,trd,1.6622619469509200E-11,
1998,pmt,trd,1.3777801654467100E-12,
2004,pmt,trd,2.4338729453221100E-11,
2000,pmt,trd,8.9656556217451400E-12,
1997,pmt,trd,3.7176920057435300E-12,
2007,pmt,trd,1.3629075463000500E-12,
2010,pmt,trd,4.1930524364235600E-13,
2003,pmt,trd,1.8962115016576800E-11,
2011,pmt,trd,8.1066741082090400E-13,
2001,pmt,trd,5.3103100765450100E-12,
2008,trk,trd,2.2413930027360600E-12,
2009,trk,trd,9.5583211861874700E-13,
2005,trk,trd,2.8565197339379500E-11,
2006,trk,trd,6.8530236004723200E-11,
2012,trk,trd,1.7944162860624900E-12,
2014,trk,trd,9.2429499290229100E-12,
2013,trk,trd,6.7969218484363500E-12,
1999,trk,trd,3.9800403932578900E-12,
2002,trk,trd,1.6399544524798400E-11,
2017,trk,trd,5.6115459512849000E-12,
2016,trk,trd,7.6239628274818800E-12,
2015,trk,trd,1.6711173148927400E-11,
1998,trk,trd,1.3879885622568200E-12,
2004,trk,trd,2.4541621513539700E-11,
2000,trk,trd,9.0340245710658700E-12,
1997,trk,trd,3.7354336804756600E-12,
2007,trk,trd,1.3770443067972300E-12,
2010,trk,trd,4.2388471738195400E-13,
2003,trk,trd,1.9095320704353300E-11,
2011,trk,trd,8.1770735202610100E-13,
2001,trk,trd,5.3610862150371700E-12,
2008,fdd,trd,2.2313926970927900E-12,
2009,fdd,trd,9.5290632951103300E-13,
2005,fdd,trd,2.8380851955757000E-11,
2006,fdd,trd,6.8012785025566000E-11,
2012,fdd,trd,1.7857115367468600E-12,
2014,fdd,trd,9.2134851390254100E-12,
2013,fdd,trd,6.7695356572544100E-12,
1999,fdd,trd,3.9638504034720700E-12,
2002,fdd,trd,1.6344465424589600E-11,
2017,fdd,trd,5.6041082090445500E-12,
2016,fdd,trd,7.6108190070307500E-12,
2015,fdd,trd,1.6681724488874500E-11,
1998,fdd,trd,1.3834684483899100E-12,
2004,fdd,trd,2.4442789170040700E-11,
2000,fdd,trd,9.0032588301849600E-12,
1997,fdd,trd,3.7276907965186800E-12,
2007,fdd,trd,1.3694435697240500E-12,
2010,fdd,trd,4.2195591334721000E-13,
2003,fdd,trd,1.9042346547775700E-11,
2011,fdd,trd,8.1516004654659200E-13,
2001,fdd,trd,5.3378715092364500E-12,
2008,gmt,trd,1.5791829334772200E+02,
2009,gmt,trd,1.6509378258237700E+02,
2005,gmt,trd,1.4253539497150200E+02,
2006,gmt,trd,1.4477537919652200E+02,
2012,gmt,trd,1.6286409496977300E+02,
2014,gmt,trd,1.7061062692789600E+02,
2013,gmt,trd,1.6695175408892000E+02,
1999,gmt,trd,1.0188459318874200E+02,
2002,gmt,trd,1.0859330502630900E+02,
2017,gmt,trd,1.7559844068304800E+02,
2016,gmt,trd,1.7476871905961800E+02,
2015,gmt,trd,1.7581627142499300E+02,
1998,gmt,trd,9.4288296301597000E+01,
2004,gmt,trd,1.3645408191057900E+02,
2000,gmt,trd,1.0441411449848300E+02,
1997,gmt,trd,8.9164508932936600E+01,
2007,gmt,trd,1.5364294657097500E+02,
2010,gmt,trd,1.6970683822910800E+02,
2003,gmt,trd,1.2327587061055400E+02,
2011,gmt,trd,1.6560398901677500E+02,
2001,gmt,trd,1.0516670666740700E+02,
2008,wtt,trd,2.2511818501283600E-12,
2009,wtt,trd,9.5436640724188300E-13,
2005,wtt,trd,2.8763462850114800E-11,
2006,wtt,trd,6.8904173770466500E-11,
2012,wtt,trd,1.8050443128658900E-12,
2014,wtt,trd,9.2322071344785400E-12,
2013,wtt,trd,6.8137676196094700E-12,
1999,wtt,trd,3.9712473724792100E-12,
2002,wtt,trd,1.6385586553969900E-11,
2017,wtt,trd,5.5667070045863100E-12,
2016,wtt,trd,7.5903045929282800E-12,
2015,wtt,trd,1.6651592507260700E-11,
1998,wtt,trd,1.3793657605831300E-12,
2004,wtt,trd,2.4569547125910000E-11,
2000,wtt,trd,9.0200458370792000E-12,
1997,wtt,trd,3.7136911502942900E-12,
2007,wtt,trd,1.3792310327591200E-12,
2010,wtt,trd,4.2588627012797400E-13,
2003,wtt,trd,1.9045262800884200E-11,
2011,wtt,trd,8.2273414293907600E-13,
2001,wtt,trd,5.3404551458951800E-12,
2008,wpd,trd,2.2167112366840200E-12,
2009,wpd,trd,9.4733433552896800E-13,
2005,wpd,trd,2.8342450291295300E-11,
2006,wpd,trd,6.7918974551623000E-11,
2012,wpd,trd,1.7731920979791500E-12,
2014,wpd,trd,9.1763185206281200E-12,
2013,wpd,trd,6.7318601296291800E-12,
1999,wpd,trd,3.9611033979210500E-12,
2002,wpd,trd,1.6319101080703100E-11,
2017,wpd,trd,5.5838905853308400E-12,
2016,wpd,trd,7.5965618663157500E-12,
2015,wpd,trd,1.6653140148076800E-11,
1998,wpd,trd,1.3808687759605100E-12,
2004,wpd,trd,2.4420055317264900E-11,
2000,wpd,trd,8.9967611035080600E-12,
1997,wpd,trd,3.7234277386326900E-12,
2007,wpd,trd,1.3646369546327500E-12,
2010,wpd,trd,4.1898158910326900E-13,
2003,wpd,trd,1.9003137654728300E-11,
2011,wpd,trd,8.0922796516477700E-13,
2001,wpd,trd,5.3306959849582000E-12,
2008,wht,trd,1.0630679198899900E+03,
2009,wht,trd,9.1339374057707000E+02,
2005,wht,trd,8.6394301626515700E+02,
2006,wht,trd,9.3728697957236100E+02,
2012,wht,trd,1.3691847142384000E+03,
2014,wht,trd,1.4970956161250000E+03,
2013,wht,trd,1.4290796018826000E+03,
1999,wht,trd,6.1054512905524600E+02,
2002,wht,trd,6.8216212864676000E+02,
2017,wht,trd,1.5718301442647500E+03,
2016,wht,trd,1.4864513963783900E+03,
2015,wht,trd,1.5070032744282300E+03,
1998,wht,trd,5.6503896177424600E+02,
2004,wht,trd,7.8488357556746000E+02,
2000,wht,trd,6.6507303777852900E+02,
1997,wht,trd,5.4114625858205500E+02,
2007,wht,trd,1.0024837902570000E+03,
2010,wht,trd,1.1027711600178100E+03,
2003,wht,trd,7.1077487310476600E+02,
2011,wht,trd,1.2536031077726400E+03,
2001,wht,trd,6.5070214953444900E+02,
2008,wrh,trd,2.2295777673665200E-12,
2009,wrh,trd,9.5075105046241900E-13,
2005,wrh,trd,2.8299233915740800E-11,
2006,wrh,trd,6.7843081326269300E-11,
2012,wrh,trd,1.7820232149223600E-12,
2014,wrh,trd,9.1879012169752100E-12,
2013,wrh,trd,6.7513314622689300E-12,
1999,wrh,trd,3.9771079292951700E-12,
2002,wrh,trd,1.6371991967546700E-11,
2017,wrh,trd,5.6116681005732200E-12,
2016,wrh,trd,7.5966074057734700E-12,
2015,wrh,trd,1.6647029174795300E-11,
1998,wrh,trd,1.3914018751275200E-12,
2004,wrh,trd,2.4412140260739700E-11,
2000,wrh,trd,9.0281565592324300E-12,
1997,wrh,trd,3.7376995121849400E-12,
2007,wrh,trd,1.3689442377105400E-12,
2010,wrh,trd,4.2090608617490400E-13,
2003,wrh,trd,1.9060332748306500E-11,
2011,wrh,trd,8.1348667694179200E-13,
2001,wrh,trd,5.3540244106214300E-12,
2008,ott,trd,5.9062691946105600E+02,
2009,ott,trd,5.6491933171472900E+02,
2005,ott,trd,5.7087598269158700E+02,
2006,ott,trd,6.0680143330106100E+02,
2012,ott,trd,6.4089662630478300E+02,
2014,ott,trd,7.2059441090913000E+02,
2013,ott,trd,6.8707051237455900E+02,
1999,ott,trd,4.0849893353830300E+02,
2002,ott,trd,4.6194431867011100E+02,
2017,ott,trd,8.4248287466963100E+02,
2016,ott,trd,8.0133142521875900E+02,
2015,ott,trd,7.6942096387063900E+02,
1998,ott,trd,3.8777027224061800E+02,
2004,ott,trd,5.3905815946554400E+02,
2000,ott,trd,4.4264348382840800E+02,
1997,ott,trd,3.6885929217780200E+02,
2007,ott,trd,6.1999136757006900E+02,
2010,ott,trd,5.8318400979839300E+02,
2003,ott,trd,4.9480162466331800E+02,
2011,ott,trd,6.0613055819927700E+02,
2001,ott,trd,4.4076147916144400E+02,
2008,che,trd,2.2264878601230300E-12,
2009,che,trd,9.5115236249766000E-13,
2005,che,trd,2.8357680203294200E-11,
2006,che,trd,6.7997094364593900E-11,
2012,che,trd,1.7833799846992100E-12,
2014,che,trd,9.2069852429565100E-12,
2013,che,trd,6.7637043340844000E-12,
1999,che,trd,3.9648716767007200E-12,
2002,che,trd,1.6337095135195200E-11,
2017,che,trd,5.6033392101629200E-12,
2016,che,trd,7.6047595117766600E-12,
2015,che,trd,1.6668323310177500E-11,
1998,che,trd,1.3845581493816900E-12,
2004,che,trd,2.4420204759311700E-11,
2000,che,trd,9.0002223107183100E-12,
1997,che,trd,3.7308862160524500E-12,
2007,che,trd,1.3677483200086100E-12,
2010,che,trd,4.2117252680499300E-13,
2003,che,trd,1.9028935483110700E-11,
2011,che,trd,8.1261945392385400E-13,
2001,che,trd,5.3373769255781300E-12,
2008,air,trd,2.2314226006723100E-12,
2009,air,trd,9.5178720849900100E-13,
2005,air,trd,2.8271295556939900E-11,
2006,air,trd,6.7801383060570800E-11,
2012,air,trd,1.7882091020286400E-12,
2014,air,trd,9.2436223475797900E-12,
2013,air,trd,6.7860951663797400E-12,
1999,air,trd,3.9718921990783500E-12,
2002,air,trd,1.6355938169824300E-11,
2017,air,trd,5.6261374993115000E-12,
2016,air,trd,7.6355458853668700E-12,
2015,air,trd,1.6726533941663500E-11,
1998,air,trd,1.3878090202127800E-12,
2004,air,trd,2.4368899558009300E-11,
2000,air,trd,9.0196644579765600E-12,
1997,air,trd,3.7353810952883800E-12,
2007,air,trd,1.3693566537369500E-12,
2010,air,trd,4.2136358160486900E-13,
2003,air,trd,1.9039658328283800E-11,
2011,air,trd,8.1538758141719700E-13,
2001,air,trd,5.3510732409757300E-12,
2008,mmf,trd,2.2224081299027800E-12,
2009,mmf,trd,9.4937412375975900E-13,
2005,mmf,trd,2.8283233967397200E-11,
2006,mmf,trd,6.7788402415099100E-11,
2012,mmf,trd,1.7792816495569800E-12,
2014,mmf,trd,9.1805472620290000E-12,
2013,mmf,trd,6.7448815727476000E-12,
1999,mmf,trd,3.9513730936771800E-12,
2002,mmf,trd,1.6291911902561900E-11,
2017,mmf,trd,5.5774501664983400E-12,
2016,mmf,trd,7.5843091252358800E-12,
2015,mmf,trd,1.6625933747187400E-11,
1998,mmf,trd,1.3788269575414700E-12,
2004,mmf,trd,2.4363895617636900E-11,
2000,mmf,trd,8.9781297166722800E-12,
1997,mmf,trd,3.7179969202689000E-12,
2007,mmf,trd,1.3640137616819100E-12,
2010,mmf,trd,4.2039403529306100E-13,
2003,mmf,trd,1.8973830863456100E-11,
2011,mmf,trd,8.1215331402626300E-13,
2001,mmf,trd,5.3170334735550900E-12,
2008,otr,trd,2.2299850960362800E-12,
2009,otr,trd,9.5063747378073000E-13,
2005,otr,trd,2.8342653660913200E-11,
2006,otr,trd,6.7964188062641800E-11,
2012,otr,trd,1.7837712008271000E-12,
2014,otr,trd,9.1980131541432300E-12,
2013,otr,trd,6.7610146943182600E-12,
1999,otr,trd,3.9660116809792200E-12,
2002,otr,trd,1.6348612453826400E-11,
2017,otr,trd,5.5992493327882900E-12,
2016,otr,trd,7.6007708815079500E-12,
2015,otr,trd,1.6652741687376200E-11,
1998,otr,trd,1.3855503460859200E-12,
2004,otr,trd,2.4397836398082900E-11,
2000,otr,trd,9.0083904396318300E-12,
1997,otr,trd,3.7314450597041100E-12,
2007,otr,trd,1.3685279905124900E-12,
2010,otr,trd,4.2119131976105700E-13,
2003,otr,trd,1.9033328186547800E-11,
2011,otr,trd,8.1388167758715000E-13,
2001,otr,trd,5.3425474531054000E-12,
2008,min,trd,2.2296894653000800E-12,
2009,min,trd,9.5413707987151100E-13,
2005,min,trd,2.8384885353960500E-11,
2006,min,trd,6.8080072760959000E-11,
2012,min,trd,1.7879111981774700E-12,
2014,min,trd,9.2187073156733200E-12,
2013,min,trd,6.7794676441707600E-12,
1999,min,trd,3.9566282117283000E-12,
2002,min,trd,1.6316036489082700E-11,
2017,min,trd,5.5960313765403700E-12,
2016,min,trd,7.6048793503134000E-12,
2015,min,trd,1.6693222958833900E-11,
1998,min,trd,1.3797074152406500E-12,
2004,min,trd,2.4433758650950200E-11,
2000,min,trd,8.9862982557412500E-12,
1997,min,trd,3.7194335936984800E-12,
2007,min,trd,1.3701311163212600E-12,
2010,min,trd,4.2274529240705200E-13,
2003,min,trd,1.9005204320196900E-11,
2011,min,trd,8.1583620756854500E-13,
2001,min,trd,5.3234300223825900E-12,
